fixtureId,competition,competitionTier,season,round,status,date,time,stadium,homeId,homeTeam,homeScore,awayScore,awayId,awayTeam,note
TIER_ONE-2022-1-BIDU-NAN,V.League 1,TIER_ONE,2022,1,FINISHED,2022-02-25,17:00,Bình Dương,BIDU,Becamex Bình Dương,0,1,NAN,Sông Lam Nghệ An,
TIER_ONE-2022-1-BIDI-VTL,V.League 1,TIER_ONE,2022,1,FINISHED,2022-02-25,18:00,Quy Nhơn,BIDI,Topenland Bình Định,0,2,VTL,Viettel,
TIER_ONE-2022-1-HAT-HAP,V.League 1,TIER_ONE,2022,1,FINISHED,2022-02-25,18:00,Hà Tĩnh,HAT,Hồng Lĩnh Hà Tĩnh,0,1,HAP,Hải Phòng,
TIER_ONE-2022-1-NAD-GLA,V.League 1,TIER_ONE,2022,1,FINISHED,2022-02-26,18:00,Thiên Trường,NAD,Nam Định,0,0,GLA,Hoàng Anh Gia Lai,
TIER_ONE-2022-1-SGO-DAN,V.League 1,TIER_ONE,2022,1,FINISHED,2022-02-26,19:15,Thống Nhất,SGO,Sài Gòn,2,2,DAN,SHB Đà Nẵng,
TIER_ONE-2022-1-HAN-THH,V.League 1,TIER_ONE,2022,1,FINISHED,2022-03-16,19:15,Hàng Đẫy,HAN,Hà Nội,1,0,THH,Đông Á Thanh Hóa,
TIER_ONE-2022-2-THH-BIDU,V.League 1,TIER_ONE,2022,2,FINISHED,2022-03-01,17:00,Thanh Hóa,THH,Đông Á Thanh Hóa,0,1,BIDU,Becamex Bình Dương,
TIER_ONE-2022-2-NAN-BIDI,V.League 1,TIER_ONE,2022,2,FINISHED,2022-03-01,17:00,Vinh,NAN,Sông Lam Nghệ An,1,2,BIDI,Topenland Bình Định,
TIER_ONE-2022-2-DAN-HCM,V.League 1,TIER_ONE,2022,2,FINISHED,2022-03-02,17:00,Hòa Xuân,DAN,SHB Đà Nẵng,0,0,HCM,TP Hồ Chí Minh,
TIER_ONE-2022-2-GLA-HAT,V.League 1,TIER_ONE,2022,2,FINISHED,2022-03-02,17:00,Pleiku,GLA,Hoàng Anh Gia Lai,0,0,HAT,Hồng Lĩnh Hà Tĩnh,
TIER_ONE-2022-2-HAP-NAD,V.League 1,TIER_ONE,2022,2,FINISHED,2022-03-02,18:00,Lạch Tray,HAP,Hải Phòng,2,1,NAD,Nam Định,
TIER_ONE-2022-2-VTL-HAN,V.League 1,TIER_ONE,2022,2,FINISHED,2022-04-04,19:15,Hàng Đẫy,VTL,Viettel,0,1,HAN,Hà Nội,
TIER_ONE-2022-3-VTL-SGO,V.League 1,TIER_ONE,2022,3,FINISHED,2022-03-05,19:15,Hàng Đẫy,VTL,Viettel,2,0,SGO,Sài Gòn,
TIER_ONE-2022-3-NAN-GLA,V.League 1,TIER_ONE,2022,3,FINISHED,2022-03-06,17:00,Vinh,NAN,Sông Lam Nghệ An,2,0,GLA,Hoàng Anh Gia Lai,
TIER_ONE-2022-3-DAN-HAT,V.League 1,TIER_ONE,2022,3,FINISHED,2022-03-06,17:00,Hòa Xuân,DAN,SHB Đà Nẵng,1,1,HAT,Hồng Lĩnh Hà Tĩnh,
TIER_ONE-2022-3-HAP-THH,V.League 1,TIER_ONE,2022,3,FINISHED,2022-03-06,18:00,Lạch Tray,HAP,Hải Phòng,1,1,THH,Đông Á Thanh Hóa,
TIER_ONE-2022-3-HCM-BIDU,V.League 1,TIER_ONE,2022,3,FINISHED,2022-03-06,19:15,Thống Nhất,HCM,TP Hồ Chí Minh,1,1,BIDU,Becamex Bình Dương,
TIER_ONE-2022-3-NAD-HAN,V.League 1,TIER_ONE,2022,3,SCHEDULED,2022-06-26,18:00,Thiên Trường,NAD,Nam Định,,,HAN,Hà Nội,
TIER_ONE-2022-4-GLA-VTL,V.League 1,TIER_ONE,2022,4,FINISHED,2022-03-11,17:00,Pleiku,GLA,Hoàng Anh Gia Lai,2,2,VTL,Viettel,
TIER_ONE-2022-4-THH-DAN,V.League 1,TIER_ONE,2022,4,FINISHED,2022-03-12,17:00,Thanh Hóa,THH,Đông Á Thanh Hóa,3,0,DAN,SHB Đà Nẵng,
TIER_ONE-2022-4-HAN-HCM,V.League 1,TIER_ONE,2022,4,FINISHED,2022-03-12,19:15,Hàng Đẫy,HAN,Hà Nội,0,0,HCM,TP Hồ Chí Minh,
TIER_ONE-2022-4-BIDU-HAP,V.League 1,TIER_ONE,2022,4,FINISHED,2022-03-13,17:00,Bình Dương,BIDU,Becamex Bình Dương,2,2,HAP,Hải Phòng,
TIER_ONE-2022-4-HAT-BIDI,V.League 1,TIER_ONE,2022,4,FINISHED,2022-03-13,18:00,Hà Tĩnh,HAT,Hồng Lĩnh Hà Tĩnh,1,3,BIDI,Topenland Bình Định,
TIER_ONE-2022-4-SGO-NAN,V.League 1,TIER_ONE,2022,4,FINISHED,2022-03-13,19:15,Thống Nhất,SGO,Sài Gòn,1,1,NAN,Sông Lam Nghệ An,
TIER_ONE-2022-5-BIDI-GLA,V.League 1,TIER_ONE,2022,5,SCHEDULED,2022-07-02,18:00,Quy Nhơn,BIDI,Topenland Bình Định,,,GLA,Hoàng Anh Gia Lai,
TIER_ONE-2022-5-HAP-SGO,V.League 1,TIER_ONE,2022,5,SCHEDULED,2022-07-02,18:00,Lạch Tray,HAP,Hải Phòng,,,SGO,Sài Gòn,
TIER_ONE-2022-5-HCM-THH,V.League 1,TIER_ONE,2022,5,SCHEDULED,2022-07-02,19:15,Thống Nhất,HCM,TP Hồ Chí Minh,,,THH,Đông Á Thanh Hóa,
TIER_ONE-2022-5-DAN-HAN,V.League 1,TIER_ONE,2022,5,SCHEDULED,2022-07-03,17:00,Hòa Xuân,DAN,SHB Đà Nẵng,,,HAN,Hà Nội,
TIER_ONE-2022-5-NAD-BIDU,V.League 1,TIER_ONE,2022,5,SCHEDULED,2022-07-03,18:00,Thiên Trường,NAD,Nam Định,,,BIDU,Becamex Bình Dương,
TIER_ONE-2022-5-VTL-HAT,V.League 1,TIER_ONE,2022,5,SCHEDULED,2022-07-04,19:15,Hàng Đẫy,VTL,Viettel,,,HAT,Hồng Lĩnh Hà Tĩnh,
TIER_ONE-2022-6-NAN-HCM,V.League 1,TIER_ONE,2022,6,SCHEDULED,2022-07-08,17:00,Vinh,NAN,Sông Lam Nghệ An,,,HCM,TP Hồ Chí Minh,
TIER_ONE-2022-6-THH-NAD,V.League 1,TIER_ONE,2022,6,SCHEDULED,2022-07-09,17:00,Thanh Hóa,THH,Đông Á Thanh Hóa,,,NAD,Nam Định,
TIER_ONE-2022-6-HAT-BIDU,V.League 1,TIER_ONE,2022,6,SCHEDULED,2022-07-09,18:00,Hà Tĩnh,HAT,Hồng Lĩnh Hà Tĩnh,,,BIDU,Becamex Bình Dương,
TIER_ONE-2022-6-SGO-BIDI,V.League 1,TIER_ONE,2022,6,SCHEDULED,2022-07-09,19:15,Thống Nhất,SGO,Sài Gòn,,,BIDI,Topenland Bình Định,
TIER_ONE-2022-6-GLA-DAN,V.League 1,TIER_ONE,2022,6,SCHEDULED,2022-07-10,17:00,Pleiku,GLA,Hoàng Anh Gia Lai,,,DAN,SHB Đà Nẵng,
TIER_ONE-2022-6-HAN-HAP,V.League 1,TIER_ONE,2022,6,SCHEDULED,2022-07-10,19:15,Hàng Đẫy,HAN,Hà Nội,,,HAP,Hải Phòng,
TIER_ONE-2022-7-NAN-HAT,V.League 1,TIER_ONE,2022,7,SCHEDULED,2022-07-15,17:00,Vinh,NAN,Sông Lam Nghệ An,,,HAT,Hồng Lĩnh Hà Tĩnh,
TIER_ONE-2022-7-BIDU-DAN,V.League 1,TIER_ONE,2022,7,SCHEDULED,2022-07-15,17:00,Bình Dương,BIDU,Becamex Bình Dương,,,DAN,SHB Đà Nẵng,
TIER_ONE-2022-7-BIDI-NAD,V.League 1,TIER_ONE,2022,7,SCHEDULED,2022-07-15,18:00,Quy Nhơn,BIDI,Topenland Bình Định,,,NAD,Nam Định,
TIER_ONE-2022-7-HAP-VTL,V.League 1,TIER_ONE,2022,7,SCHEDULED,2022-07-15,18:00,Lạch Tray,HAP,Hải Phòng,,,VTL,Viettel,
TIER_ONE-2022-7-THH-SGO,V.League 1,TIER_ONE,2022,7,SCHEDULED,2022-07-16,17:00,Thanh Hóa,THH,Đông Á Thanh Hóa,,,SGO,Sài Gòn,
TIER_ONE-2022-7-HCM-GLA,V.League 1,TIER_ONE,2022,7,SCHEDULED,2022-07-16,19:15,Thống Nhất,HCM,TP Hồ Chí Minh,,,GLA,Hoàng Anh Gia Lai,
TIER_ONE-2022-8-DAN-NAN,V.League 1,TIER_ONE,2022,8,SCHEDULED,2022-07-19,17:00,Hòa Xuân,DAN,SHB Đà Nẵng,,,NAN,Sông Lam Nghệ An,
TIER_ONE-2022-8-NAD-VTL,V.League 1,TIER_ONE,2022,8,SCHEDULED,2022-07-19,18:00,Thiên Trường,NAD,Nam Định,,,VTL,Viettel,
TIER_ONE-2022-8-HAP-BIDI,V.League 1,TIER_ONE,2022,8,SCHEDULED,2022-07-19,18:00,Lạch Tray,HAP,Hải Phòng,,,BIDI,Topenland Bình Định,
TIER_ONE-2022-8-GLA-BIDU,V.League 1,TIER_ONE,2022,8,SCHEDULED,2022-07-20,17:00,Pleiku,GLA,Hoàng Anh Gia Lai,,,BIDU,Becamex Bình Dương,
TIER_ONE-2022-8-HAN-SGO,V.League 1,TIER_ONE,2022,8,SCHEDULED,2022-07-20,19:15,Hàng Đẫy,HAN,Hà Nội,,,SGO,Sài Gòn,
TIER_ONE-2022-8-HCM-HAT,V.League 1,TIER_ONE,2022,8,SCHEDULED,2022-07-20,19:15,Thống Nhất,HCM,TP Hồ Chí Minh,,,HAT,Hồng Lĩnh Hà Tĩnh,
TIER_ONE-2022-9-NAN-HAP,V.League 1,TIER_ONE,2022,9,SCHEDULED,2022-07-23,17:00,Vinh,NAN,Sông Lam Nghệ An,,,HAP,Hải Phòng,
TIER_ONE-2022-9-BIDI-DAN,V.League 1,TIER_ONE,2022,9,SCHEDULED,2022-07-23,18:00,Quy Nhơn,BIDI,Topenland Bình Định,,,DAN,SHB Đà Nẵng,
