"standingId",competition,competitionTier,"season","position","teamId","team","played","points","won","drawn","lost","goals","goalsAgainst","goalsDifference","yellowCards","redCards","note"
"TIER_TWO-2018-1",V.League 2,TIER_TWO,"2018","1","VTL","Viettel","18","41","13","2","3","37","15","22","28","1",
"TIER_TWO-2018-2",V.League 2,TIER_TWO,"2018","2","HAT","Hồng Lĩnh Hà Tĩnh","18","31","8","7","3","32","20","12","29","1",
"TIER_TWO-2018-3",V.League 2,TIER_TWO,"2018","3","DOT","Đồng Tháp","18","31","9","4","5","23","17","6","27","3",
"TIER_TWO-2018-4",V.League 2,TIER_TWO,"2018","4","DAL","Đắk Lắk Lắk Lắk","18","25","7","4","7","31","24","7","25","0",
"TIER_TWO-2018-5",V.League 2,TIER_TWO,"2018","5","LAN","Long An","18","24","5","9","4","24","27","-3","38","1",
"TIER_TWO-2018-6",V.League 2,TIER_TWO,"2018","6","TNI","XM Fico - YTL Tây Ninh","18","20","5","5","8","23","31","-8","27","2",
"TIER_TWO-2018-7",V.League 2,TIER_TWO,"2018","7","HUE","Huế","18","20","5","5","8","26","31","-5","42","0",
"TIER_TWO-2018-8",V.League 2,TIER_TWO,"2018","8","BPH","Bình Phước","18","18","3","9","6","13","24","-11","28","0",
"TIER_TWO-2018-9",V.League 2,TIER_TWO,"2018","9","BIDI","Topenland Bình Định","18","18","4","6","8","21","29","-8","29","0",
"TIER_TWO-2018-10",V.League 2,TIER_TWO,"2018","10","CAND","Công An Nhân Dân","18","15","4","3","11","15","27","-12","22","2",
