fixtureId,competition,competitionTier,season,round,status,date,time,stadium,homeId,homeTeam,homeScore,awayScore,awayId,awayTeam,note
TIER_CUP-2019-1/16-DOT-TNI,National Cup,TIER_CUP,2019,1/16,FINISHED,2019-03-29,15:30,Đồng Tháp,DOT,Đồng Tháp,3,4,TNI,XM Fico - YTL Tây Ninh,XM Fico - YTL Tây Ninh
TIER_CUP-2019-1/16-KHH-ANGI,National Cup,TIER_CUP,2019,1/16,FINISHED,2019-03-29,17:00,19/8 Nha Trang,KHH,Khánh Hòa,0,2,ANGI,An Giang,An Giang
TIER_CUP-2019-1/16-SGO-BIDI,National Cup,TIER_CUP,2019,1/16,FINISHED,2019-03-29,19:00,Thống Nhất,SGO,Sài Gòn,6,1,BIDI,Topenland Bình Định,Sài Gòn
TIER_CUP-2019-1/16-BPH-CAT,National Cup,TIER_CUP,2019,1/16,FINISHED,2019-03-30,16:00,Bình Phước,BPH,Bình Phước,2,2,CAT,Cần Thơ,Bình Phước
TIER_CUP-2019-1/16-LAN-NAD,National Cup,TIER_CUP,2019,1/16,FINISHED,2019-03-30,17:00,Long An,LAN,Long An,1,1,NAD,Nam Định,Nam Định
TIER_CUP-2019-1/16-PDO-QNA,National Cup,TIER_CUP,2019,1/16,FINISHED,2019-03-30,19:00,Thanh Trì,PDO,Phù Đổng,0,1,QNA,Quảng Nam,Quảng Nam
TIER_CUP-2019-1/16-DAL-GLA,National Cup,TIER_CUP,2019,1/16,FINISHED,2019-03-31,15:30,Buôn Ma Thuột,DAL,Đắk Lắk,0,2,GLA,Hoàng Anh Gia Lai,Hoàng Anh Gia Lai
TIER_CUP-2019-1/16-HUE-HAT,National Cup,TIER_CUP,2019,1/16,FINISHED,2019-03-31,16:00,Tự Do,HUE,Huế,0,1,HAT,Hồng Lĩnh Hà Tĩnh,Hồng Lĩnh Hà Tĩnh
TIER_CUP-2019-1/16-DAN-HAP,National Cup,TIER_CUP,2019,1/16,FINISHED,2019-03-31,17:00,Hòa Xuân,DAN,SHB Đà Nẵng,0,1,HAP,Hải Phòng,Hải Phòng
TIER_CUP-2019-1/16-PHI-HCM,National Cup,TIER_CUP,2019,1/16,FINISHED,2019-03-31,17:30,TTĐT trẻ PVF,PHI,Phố Hiến,1,2,HCM,TP Hồ Chí Minh,TP Hồ Chí Minh
TIER_CUP-2019-1/8-NAD-BPH,National Cup,TIER_CUP,2019,1/8,FINISHED,2019-06-28,17:00,Thiên Trường,NAD,Nam Định,3,0,BPH,Bình Phước,Nam Định
TIER_CUP-2019-1/8-QNI-GLA,National Cup,TIER_CUP,2019,1/8,FINISHED,2019-06-28,18:00,Cửa Ông,QNI,Than Quảng Ninh,2,2,GLA,Hoàng Anh Gia Lai,Hoàng Anh Gia Lai
TIER_CUP-2019-1/8-VTL-HCM,National Cup,TIER_CUP,2019,1/8,FINISHED,2019-06-28,19:00,Hàng Đẫy,VTL,Viettel,3,3,HCM,TP Hồ Chí Minh,TP Hồ Chí Minh
TIER_CUP-2019-1/8-THH-HAP,National Cup,TIER_CUP,2019,1/8,FINISHED,2019-06-29,17:00,Thanh Hóa,THH,Đông Á Thanh Hóa,1,2,HAP,Hải Phòng,Hải Phòng
TIER_CUP-2019-1/8-NAN-QNA,National Cup,TIER_CUP,2019,1/8,FINISHED,2019-06-29,17:00,Vinh,NAN,Sông Lam Nghệ An,2,2,QNA,Quảng Nam,Quảng Nam
TIER_CUP-2019-1/8-SGO-ANGI,National Cup,TIER_CUP,2019,1/8,FINISHED,2019-06-29,18:00,Thống Nhất,SGO,Sài Gòn,4,2,ANGI,An Giang,Sài Gòn
TIER_CUP-2019-1/8-BIDU-TNI,National Cup,TIER_CUP,2019,1/8,FINISHED,2019-06-30,17:00,Bình Dương,BIDU,Becamex Bình Dương,5,0,TNI,XM Fico - YTL Tây Ninh,Becamex Bình Dương
TIER_CUP-2019-1/8-HAN-HAT,National Cup,TIER_CUP,2019,1/8,FINISHED,2019-06-30,19:00,Hàng Đẫy,HAN,Hà Nội,3,1,HAT,Hồng Lĩnh Hà Tĩnh,Hà Nội
TIER_CUP-2019-quarterfinal-QNA-GLA,National Cup,TIER_CUP,2019,quarterfinal,FINISHED,2019-07-03,17:00,Quảng Nam,QNA,Quảng Nam,0,0,GLA,Hoàng Anh Gia Lai,Quảng Nam
TIER_CUP-2019-quarterfinal-HAP-HCM,National Cup,TIER_CUP,2019,quarterfinal,FINISHED,2019-07-03,17:00,Lạch Tray,HAP,Hải Phòng,0,0,HCM,TP Hồ Chí Minh,TP Hồ Chí Minh
